w Re(f(w)) Im(f(w))
99263.1578947368 -3.27981843755241E-07 -2.0177818830079E-06
99759.3984962406 -1.58143995781261E-06 -5.08024226587854E-07
100255.639097744 -1.13092461771006E-07 -6.43899961105304E-06
100751.879699248 -1.11210165114365E-06 1.13107064681169E-06
101248.120300752 1.11454169401366E-06 1.24686569463307E-06
101744.360902256 1.56256892555064E-06 9.40765898442064E-07
102240.601503759 2.07876780295155E-06 -2.18459054817625E-07
102736.842105263 3.95306683308366E-06 -8.92142586912134E-07
103233.082706767 3.41735200577735E-07 -8.02304263171398E-07
103729.323308271 2.67067621787678E-06 2.15867454093905E-08
104225.563909774 1.87973779164399E-07 -2.54648381610989E-06
104721.804511278 1.51826324207745E-06 -1.32513718851305E-06
105218.045112782 -1.60331502446878E-06 -1.28117383306932E-06
105714.285714286 -9.86659193327397E-07 6.38569165397512E-07
106210.526315789 2.82824670553164E-07 7.28168182400759E-07
106706.766917293 1.37753557645964E-06 9.89390204769522E-07
107203.007518797 7.47556469973894E-07 4.52788667396599E-07
107699.248120301 -3.36964528292729E-07 2.23056052843936E-07
108195.488721805 -1.01729326412502E-06 2.13826677775588E-06
108691.729323308 6.41407306994097E-07 8.09132909403987E-07
109187.969924812 -4.29881065788831E-07 -8.96717982466563E-07
109684.210526316 -3.97588872655804E-07 -5.6545519819794E-07
110180.45112782 -1.08349811942665E-06 1.31106183678556E-06
110676.691729323 8.0834015145042E-07 -1.23451902068191E-07
111172.932330827 8.46388183275476E-07 1.71169580014598E-07
111669.172932331 7.28976200595538E-07 -7.75728989661645E-07
112165.413533835 -8.79954844769924E-07 -1.67454034752539E-06
112661.654135338 -1.06558589688234E-06 1.13094070137745E-06
113157.894736842 -5.12755177866943E-07 1.44448593954675E-06
113654.135338346 -4.13069000908562E-07 -1.47343791310947E-06
114150.37593985 1.80157900845385E-06 8.77795446727395E-07
114646.616541353 -5.70402661532509E-09 4.18002787912805E-07
115142.857142857 1.81673843020017E-06 2.30660228740943E-06
115639.097744361 1.38270551918574E-06 -4.30164479882507E-07
116135.338345865 -8.02656465517251E-07 2.75102817144602E-07
116631.578947368 2.57736849933605E-07 3.57970503421472E-07
117127.819548872 -3.25897437346181E-06 1.11805774696729E-06
117624.060150376 1.09849579295458E-06 -2.85446382261771E-07
118120.30075188 1.1034246973498E-07 1.59306062485804E-09
118616.541353383 5.53390057832845E-07 9.55983389897366E-07
119112.781954887 -2.30704556987078E-06 1.96393671528578E-06
119609.022556391 1.17206741653124E-06 2.84372106459156E-06
120105.263157895 -1.0697226606531E-06 1.50887198337833E-06
120601.503759398 4.43688077691763E-07 1.11330082622054E-05
121097.744360902 2.16637015968444E-05 1.32280232271654E-05
121593.984962406 -1.78886585566403E-05 5.1987395190458E-06
122090.22556391 -2.67098688846726E-06 5.21297222542843E-06
122586.466165414 3.48695061588269E-07 9.78843698930121E-07
123082.706766917 -2.82047124036957E-07 2.31777348572416E-06
123578.947368421 1.62278946957184E-06 6.83781125445262E-07
124075.187969925 1.54188438642448E-06 1.32634680493889E-06
124571.428571429 8.34306540424828E-07 1.34926615714287E-06
125067.669172932 2.51294329000749E-07 -3.78625729399903E-07
125563.909774436 1.01214398707549E-06 -4.83787880027265E-07
126060.15037594 3.31498087225847E-07 4.50004990644069E-07
126556.390977444 -1.77505907209961E-06 -1.11775488390806E-06
127052.631578947 -3.2095622503688E-06 -3.56191546290258E-06
127548.872180451 1.89071032252886E-06 -1.18861921761616E-06
128045.112781955 3.25620213105452E-06 1.21288328650786E-06
128541.353383459 1.75080496626507E-06 2.67598465921629E-06
129037.593984962 1.20487119417573E-06 1.51510410134309E-06
129533.834586466 3.22193327570933E-06 -4.06399273843552E-06
130030.07518797 -2.59668204132006E-06 -2.10221865953751E-06
130526.315789474 4.59149518708992E-07 -1.17922133775696E-06
131022.556390977 -9.16377070643906E-08 1.32567800532599E-07
131518.796992481 -4.34095279185538E-06 1.37086312919173E-06
132015.037593985 -5.46197864972078E-06 -1.27251172147167E-07
132511.278195489 2.3094179298519E-06 2.83941672278128E-06
133007.518796992 -2.93959486368039E-06 1.40923499343236E-06
133503.759398496 -4.83192060995475E-06 1.27175354713651E-06
134000 -1.38253554162803E-06 -4.30285358266624E-06
134496.240601504 -5.38043277854676E-06 4.26240776364357E-06
134992.481203008 -1.83299020869539E-07 1.65643296754969E-06
135488.721804511 5.49913430611792E-06 1.00460314746449E-05
135984.962406015 -1.57744606987487E-06 -3.72431247087754E-06
136481.203007519 -3.16628937718398E-06 -5.42412360333622E-06
136977.443609023 -7.15220728850976E-07 1.07394474190075E-06
137473.684210526 2.62477277703638E-06 2.45974355939466E-06
137969.92481203 2.02179991414449E-06 2.13148109725036E-06
138466.165413534 8.3932335141604E-07 -3.52159593863138E-06
138962.406015038 -2.6967643450598E-06 1.65584729106528E-06
139458.646616541 7.36223279443384E-07 3.20976179227067E-07
139954.887218045 3.24629408542547E-06 1.19948968697024E-06
140451.127819549 1.99751320458997E-07 -1.41421512091335E-06
140947.368421053 -4.87006467762674E-07 -7.32237474813562E-07
141443.609022556 1.41260230746461E-08 1.81951789356822E-06
141939.84962406 1.09121750108942E-06 -6.32748569075007E-07
142436.090225564 1.04130283064425E-06 2.84079367672971E-07
142932.330827068 1.45719980195925E-06 -9.39538408006793E-07
143428.571428571 -3.4170244852208E-06 1.6208147741359E-06
143924.812030075 -6.06397213861463E-08 9.00615907905566E-07
144421.052631579 -6.19056950784018E-07 -1.73632039619945E-06
144917.293233083 -7.09474931406394E-06 -1.27816429923625E-06
145413.533834586 -1.26125647693917E-06 5.65368988841173E-06
145909.77443609 5.12991705206613E-06 1.67969118832937E-05
146406.015037594 -1.43631030800206E-05 -6.31491328633182E-06
146902.255639098 -2.4885471894953E-06 4.67474616381735E-06
147398.496240601 1.87830065552521E-06 2.18617362950465E-06
147894.736842105 -1.19634407819532E-06 9.56824171313376E-07
148390.977443609 -8.65064495953042E-07 -1.93498847623288E-07
148887.218045113 -1.83928139107999E-06 3.53312622920271E-06
149383.458646617 2.46143560066948E-06 2.42025549756259E-06
149879.69924812 9.20822757792436E-07 -1.52846582747172E-06
150375.939849624 2.0589354451714E-07 1.46238575423175E-07
150872.180451128 -5.41545794460981E-07 1.05864744063712E-08
151368.421052632 2.07871763167419E-06 5.94067867430405E-07
151864.661654135 1.65814037930165E-06 -1.23300044608306E-06
152360.902255639 -1.36287317725547E-06 1.6534048075572E-07
152857.142857143 -5.24311785199769E-07 2.49297389515053E-07
153353.383458647 -2.03483712920937E-07 3.80476970661005E-07
153849.62406015 3.03781286990416E-07 -3.60789125646472E-09
154345.864661654 -1.96943819952224E-07 -9.94480035401571E-08
154842.105263158 -2.54909182892244E-07 -1.06346072550819E-06
155338.345864662 1.11771275909121E-07 4.2198284549635E-07
155834.586466165 5.42474866711656E-08 9.73218010084418E-07
156330.827067669 1.26846888639584E-06 -9.57243695344524E-07
156827.067669173 -9.89612756383513E-07 -3.29915692202386E-07
157323.308270677 6.00587067938021E-07 2.21842243301814E-06
157819.54887218 9.267643735721E-07 -6.33407511881871E-07
158315.789473684 -8.30498625718715E-08 -5.82783179496626E-07
158812.030075188 2.49339089963255E-07 8.41510932360049E-07
159308.270676692 -1.51931595604018E-06 2.08560595094649E-06
159804.511278195 -1.56727296138948E-06 -3.99764272229561E-09
160300.751879699 -6.36132114964989E-07 -1.10454566343537E-06
160796.992481203 -9.20169936266885E-07 3.331792023149E-07
161293.233082707 -5.85426073983234E-08 7.89599647960139E-07
161789.473684211 -2.20889558873321E-07 -7.87373522684575E-07
162285.714285714 -2.87872139554306E-07 8.48855045909899E-07
162781.954887218 9.94101117143888E-08 -5.16760776581473E-07
163278.195488722 -3.52770960691318E-07 1.03006092192259E-07
163774.436090226 -4.64936504661667E-07 4.54617672638343E-07
164270.676691729 -1.44167929921105E-07 -5.48577546197808E-07
164766.917293233 6.93071590018328E-07 -3.95516431787777E-07
165263.157894737 -1.43557662585643E-06 -3.33632951459571E-06
165759.398496241 -3.06451175736128E-06 -9.37722728411058E-08
166255.639097744 -1.16743689436073E-06 -1.36099635156684E-06
166751.879699248 -6.9347974072845E-07 9.92922963834461E-07
167248.120300752 -1.21930863381789E-06 1.4170156050221E-06
167744.360902256 8.28177341522615E-07 1.55458410721769E-06
168240.601503759 3.29382767170853E-07 -1.70614486116922E-07
168736.842105263 -2.79208096117744E-07 -1.76130874882785E-06
169233.082706767 2.9965964290424E-07 1.11576970635109E-06
169729.323308271 -1.20190266975868E-06 1.49083908279994E-06
170225.563909774 5.22175097416673E-07 6.27333034593046E-07
170721.804511278 -1.08306930753632E-06 5.89972878123943E-07
171218.045112782 -1.56860988883175E-06 -6.19210386387117E-07
171714.285714286 1.13035652279967E-07 6.40885400754355E-07
172210.526315789 -6.12191293202123E-07 -2.03753704389925E-07
172706.766917293 -6.5207415353299E-07 8.9674167535464E-07
173203.007518797 4.00718258955028E-07 1.3759623221842E-06
173699.248120301 4.07297230427095E-07 -6.47448375911052E-07
174195.488721804 -6.20062275196764E-07 8.36190491795154E-08
174691.729323308 6.93424011572739E-07 6.84796554110231E-08
175187.969924812 -1.19794057378875E-06 9.31735958701514E-07
175684.210526316 7.33339345624345E-07 -1.01216186805583E-07
176180.45112782 4.87043254885809E-07 -9.73125069228037E-07
176676.691729323 -3.2549472592688E-06 -6.58141744298096E-07
177172.932330827 -6.79448865666813E-07 2.32743958153171E-06
177669.172932331 1.93535211455054E-06 1.32307361842185E-06
178165.413533835 -6.54601415982916E-07 -1.42279379615023E-06
178661.654135338 -9.56717590202035E-07 -1.2749655817479E-06
179157.894736842 -7.94961656757562E-07 1.76625406036755E-06
179654.135338346 2.00316912623671E-06 7.41852785556979E-07
180150.37593985 1.8379723316807E-07 -9.96500723555893E-07
180646.616541353 -1.18200865667822E-06 -3.08841902926075E-07
181142.857142857 -8.76238632924363E-07 -2.34114099342812E-08
181639.097744361 3.65265717997913E-07 3.22421086876342E-07
182135.338345865 -2.9583903732999E-07 -9.76656041321939E-07
182631.578947368 -1.34716184889966E-06 -5.57523109383126E-07
183127.819548872 -6.52141985891773E-07 1.02800043531782E-06
183624.060150376 2.3384325346982E-07 4.25105946368248E-07
184120.30075188 1.43664952912832E-06 -4.78395717927359E-08
184616.541353383 5.54543214771512E-07 -6.3346101396335E-07
185112.781954887 -9.43322524600648E-08 -3.71577310883407E-07
185609.022556391 5.95849330658648E-08 -1.24362471086609E-07
186105.263157895 1.32693625894444E-07 3.28446184490533E-07
186601.503759399 -5.37126762842356E-07 1.3793426675006E-07
187097.744360902 1.6569945435728E-06 2.38963682729855E-07
187593.984962406 -5.2895484667347E-08 1.05355437656304E-06
188090.22556391 6.46036474982378E-07 3.01294071272313E-07
188586.466165414 9.51364882629583E-07 -9.69089362292047E-07
189082.706766917 1.5559467349882E-07 -1.55992534151496E-06
189578.947368421 3.40182851438946E-09 2.91880608180352E-07
190075.187969925 6.32659711756279E-07 -8.28415179984511E-07
190571.428571429 1.51711333899839E-06 1.0740586420661E-06
191067.669172932 6.85514507195859E-07 5.13099873218859E-07
191563.909774436 1.00087231856623E-07 -6.3506859077233E-07
192060.15037594 -7.16179593933579E-07 3.56185484652723E-08
192556.390977444 1.77665674262496E-07 7.39827777587753E-07
193052.631578947 4.85788648541665E-07 1.21254660891382E-06
193548.872180451 6.51900460646214E-07 -7.54324312433716E-08
194045.112781955 -6.1221699668079E-07 -2.08282108876795E-06
194541.353383459 -1.67513792504786E-06 1.10636872270964E-06
195037.593984962 4.43289899181622E-07 2.56151510859435E-07
195533.834586466 1.19594653442447E-06 1.16315255699659E-06
196030.07518797 -6.41922354216233E-08 -4.63305221247671E-07
196526.315789474 1.88211524012794E-07 1.20557614807856E-08
197022.556390977 -2.22081981843467E-06 -6.57081629858936E-07
197518.796992481 8.3110524364012E-08 -2.06077059884962E-06
198015.037593985 3.31180009017518E-07 -7.89181238573329E-07
198511.278195489 5.59261092361817E-07 5.06300781566937E-07
199007.518796992 7.5006544459836E-07 2.20256346105866E-06
199503.759398496 4.17659063723474E-07 3.08043043831535E-06
200000 7.09437144086356E-07 1.95754373895289E-07
