w Re(f(w)) Im(f(w))
119112.781954887 7.59533808683375E-06 -6.68898743793247E-07
119609.022556391 -1.62747986791573E-06 -5.08036507910123E-07
120105.263157895 -6.42231926120136E-06 -6.82201679741489E-06
120601.503759398 6.21946045506855E-06 3.20436932180462E-06
121097.744360902 2.57488601701018E-05 -2.25926308469075E-05
121593.984962406 2.26542580848905E-06 2.67535739740535E-05
122090.22556391 4.89712072982751E-06 2.87480743197754E-06
122586.466165414 -7.41355870621984E-07 -6.21725632094949E-07
123082.706766917 -1.63341232502384E-06 1.54510082343983E-06
123578.947368421 2.11968221693014E-06 3.14703044755693E-06
124075.187969925 2.11345044126748E-06 4.24676198356283E-07
124571.428571429 2.72040380655633E-06 -3.11216087670038E-06
125067.669172932 9.96435967582482E-07 -6.11278926231732E-07
125563.909774436 -2.35387442448863E-06 4.51556743854436E-07
126060.15037594 -9.46163882603062E-07 -3.618166464188E-06
126556.390977444 -1.58722861620806E-06 9.92215271635065E-07
127052.631578947 3.74382357554635E-06 5.17262143760835E-06
127548.872180451 -1.37886826667547E-06 -4.48206070538707E-06
128045.112781955 -4.2771673775684E-06 -1.65482070271872E-06
128541.353383459 2.62135834369531E-06 8.20275008487344E-07
129037.593984962 3.55550093804536E-06 -9.20416814823419E-07
129533.834586466 -2.06886418305352E-06 -5.68128738321528E-06
130030.07518797 -2.5735685926723E-06 -7.42577458191421E-06
130526.315789474 1.79155190918133E-06 -2.31181255397543E-07
131022.556390977 3.04293226965856E-06 -2.77461239895125E-06
131518.796992481 6.92918694393426E-07 7.87232580098565E-07
132015.037593985 -7.84324813068566E-06 1.58512967800038E-06
132511.278195489 3.12983114658265E-06 4.71502832947407E-06
133007.518796992 2.07766007277308E-06 -5.21137228109298E-07
133503.759398496 -1.63909493223812E-06 -2.7228573299821E-06
134000 -3.12904511852509E-06 2.19767735121562E-06
134496.240601504 -3.04740559427246E-06 -2.1113382737148E-06
